ऑक्सीजन	_also_see	कोण_दिशा
कोकई	_similar	पुनरावृत्ति_करना
पञ्जिका	_meronym	जनेन्द्रिय
प्रलंबा	_meronym	अंतर्मुख
खुन्नस	_meronym	शालंकी
बोवेन	_antonym	छक्का-पंजा
नक्ता	_also_see	पत्रपुष्पक
बेपर्दा	_meronym	सड़सठ
तैत्तिरीय	_also_see	मृगरोग
निर्वाक्य	_also_see	चेतनाहीन
लुटेरा	_meronym	सिर_कलम_करना
वज्रकन्द	_also_see	डाक
बगल	_also_see	चूड़ाम्ल
अरुनार	_also_see	हंफवाना
फान्ट	_meronym	चंदकपुष्प
मुक्तिक_उपनिषद्	_also_see	मारीशस-संबंधी
मालकंगनी	_also_see	अर्णवपोत
रक्तपुष्पी	_meronym	अस्थिमज्जा
आभोग	_meronym	रिसर्चर
सम्पन्नता	_meronym	रक्तवर्ण
झगड़ाना	_meronym	अत्यल्प
सुकुन्दक	_also_see	शोरबा
भैया-दूज	_meronym	सर्व-सारोपनिषद्
जानकारी_होना	_meronym	व्यञ्जनाक्षर_ध
कुठला	_also_see	फिनलैण्ड
रौच्य_मनु	_also_see	मेहराबदार
बस_स्थानक	_meronym	खरादी
योगी	_meronym	दक्षिणी_कोरिया_वासी
सुविचार	_also_see	द्विमीढ
चित्त	_also_see	मह
सिएरा_लिओने_वासी	_meronym	कार्यवाही
बेअकल	_also_see	अकड़बाज
आटा_चक्की	_also_see	हेकड़ी
कैट_स्कैनर	_meronym	ऊपरी_सिआंग_ज़िला
बेझिझक	_antonym	छुक-छुक
इन्दर_कुमार_गुजराल	_also_see	जन्मकुंडली
फर_फर	_also_see	जलरंड
विभूति	_also_see	मिल्कीवे
मृगारि	_also_see	शाकुन्तिक
फिजियोथेरपिस्ट	_also_see	आयोजन_करना
चुनचुनाना	_meronym	तुंगभद्रा
पढ़वाना	_also_see	पब्लिक_प्रॉसिक्यूटर
बलुई_पत्थर	_meronym	लडाई-भिड़ाई
रारी	_derived_from	सीधा_कर_देना
शहीद_भगत_सिंह	_also_see	नायकत्व_करना
धेमाजी_शहर	_also_see	टेलीविज़न_चेनल
द्रोणदुधा	_meronym	वेशभूषा
प्राया	_also_see	पूतिगन्धि
पेट्रोलियम-मन्त्री	_also_see	तुर्क़मेनिया
अन्तर्बोध	_meronym	आविष्कारक
मुनाफा	_meronym	अमसूल
तैत्तिरीय	_antonym	तराशीदा
असंज्ञता	_meronym	24वीं
फ़र्माइश	_also_see	गणन
ईषद्धास	_also_see	परिश्रम
कलहंतारिता	_antonym	भराना
जन्म_दिवस	_also_see	पौरी_शहर
कृषि_विशेषज्ञ	_also_see	अयःपान_नरक
अभिलेख	_also_see	महाभारत
प्रतिरूपतः	_also_see	अपमान_कर्त्ता
लडाई-भिड़ाई	_meronym	यमुनानगर_ज़िला
मोन्टेनेग्रो	_also_see	टेलिफ़ोन
बाईस	_meronym	लैगून
सर्ववेत्ता	_also_see	अनुत्तीर्ण_होना
टक्कर_खाना	_meronym	सर्व-सारोपनिषद्
मृगाधिप	_meronym	पद_व्याख्या
गौरवपूर्णता	_antonym	च्यवन_ऋषि
आँगी	_meronym	बेहयाई
किसनई	_meronym	रावी
टीपू_पेड़	_also_see	अमीबा
पीतसार	_also_see	सूफ़िया
पहचान	_meronym	अमरस
बैसाख	_meronym	आपसदारी
टैंकर	_antonym	कालातीत
छोटी_मुरगाबी	_antonym	वसन
मनावन	_also_see	रायली_बी_किंग
उत्तरी-पश्चिमी_अमरीका	_meronym	उपाधिधारी
शालावृक	_also_see	अपरूपता
शल्य_चिकित्सा_शास्त्र	_meronym	लोकधुन
ईडेन	_meronym	हवादार
बाग_बगीचा	_antonym	नीचे_फेंकना
भराना	_antonym	कलहंतारिता
विटामिन_ए	_meronym	बिदार_शहर
सेठ	_antonym	तारघर
विमान_विज्ञान	_also_see	दमकला
सलवार_कुरता	_troponym	धाव_पट्टी
स्पेनी_गिनि	_also_see	वाक़िफ़ियत
हाथीघर	_antonym	ट्यूनीशियाई_दीनार
छत्र_छाया	_meronym	तपोनिष्ठ
बक़्क़म	_also_see	वल्वग
निसि	_also_see	ताम्बूल
यज्ञ-मण्डप	_derived_from	शारीरिक_द्रव
चंदावती	_meronym	गहरी_घाटी
वन्स_मोर	_meronym	लोक_आचार
हेति	_derived_from	छांदोग्य_उपनिषद
शिंशुमार	_meronym	वचर
गारुड़_उपनिषद	_meronym	पुरुषता
परिणय	_also_see	कटुतिक्त
इत्तला	_also_see	निरालंब
हिंगुपत्री	_meronym	पब्लिक_प्रॉसिक्यूटर
चांद्र	_meronym	विरामसंधि
जीवन_दान	_also_see	अपिंडी
मरना	_also_see	घरफोड़ना
हल्का	_meronym	नीचापन
वृषभ_यान	_meronym	हरेक
शंकुमुख	_meronym	टिगुसिगाल्पा
डिरैम	_gradation	उद्वाहक
त्रियामा_नदी	_meronym	चंद्रवंशी
हीलाहवाला_करना	_antonym	ताल_वृक्ष
डरपोकपन	_also_see	अग्रपूजा
काँजी-हौद	_meronym	कथावाचक
भृंगरज	_also_see	कहनानुसार
टुक-टुक	_causative	छंदशास्त्र
क्लमल	_also_see	अभिलाषा_होना
अकृति	_meronym	पब्लिक_प्रॉसिक्यूटर
अलिपिबद्ध	_meronym	तटंक
फ़्रेंच	_meronym	उपयोगकर्ता
रत्नधर	_meronym	शरमिंदगी
खूनी_पेचिश	_antonym	वाइस-प्रेसिडेंट
वमन_करवाना	_meronym	सयन
लोक_सम्मत	_meronym	वेशभूषा
लात	_also_see	बेलिजी_डालर
दरवाजा	_also_see	मातृभाषा
प्रयोजन_कर्त्ता	_also_see	ख़ूब
शबर	_meronym	वेशभूषा
कुक्कुरखाँसी	_antonym	सुरमा_नदी
चंदावती	_meronym	ख़ुद
तंत्रिका-तन्त्र	_meronym	मुख्य_ग्रंथी
परखी	_also_see	इतिवृत्त
अन्ध_परम्परा	_antonym	तिरुविथामकूर
द्विमातृ	_also_see	पींजना
नागबल	_also_see	अग्रजन्मा
आनुपातिक	_also_see	दुहेजवाँ
छुक-छुक	_antonym	बेझिझक
छी-छी	_antonym	कुंवारी
अचुंबकीय	_antonym	कम्यूनिज्म
